SIREN,NIC,L1_NORMALISEE,L2_NORMALISEE,L3_NORMALISEE,L4_NORMALISEE,L5_NORMALISEE,L6_NORMALISEE,L7_NORMALISEE,L1_DECLAREE,L2_DECLAREE,L3_DECLAREE,L4_DECLAREE,L5_DECLAREE,L6_DECLAREE,L7_DECLAREE,NUMVOIE,INDREP,TYPVOIE,LIBVOIE,CODPOS,CEDEX,DEPET,COMET,TCD,SIEGE,ENSEIGNE,IND_PUBLIPO,DIFFCOM,AMINTRET,NATETAB,APET700,DAPET,TEFET,EFETCENT,DEFET,ORIGINE,DCRET,DDEBACT,ACTIVNAT,LIEUACT,ACTISURF,SAISONAT,MODET,PRODET,PRODPART,AUXILT,NOMEN_LONG,SIGLE,NOM,PRENOM,CIVILITE,RNA,NICSIEGE,RPEN,DEPCOMEN,ADR_MAIL,NJ,APEN700,DAPEN,APRM,ESS,DATEESS,TEFEN,EFENCENT,DEFEN,CATEGORIE,DCREN,AMINTREN,MONOACT,MODEN,PRODEN,ESAANN,TCA,ESAAPEN,ESASEC1N,ESASEC2N,ESASEC3N,ESASEC4N,VMAJ,VMAJ1,VMAJ2,VMAJ3,DATEMAJ,longitude,latitude,geo_score,geo_type,geo_adresse,geo_id,geo_ligne
009736216,00012,COPRO IM RES BELLEVUE,,,RESIDENCE BELLEVUE,BP 53,35160 MONTFORT SUR MEU,FRANCE,COPRO IM RES BELLEVUE,,,RES BELLEVUE,BP 53,35160 MONTFORT SUR MEU,,,,RES,BELLEVUE,35160,,35,188,21,1,,0,O,201209,,8110Z,2008,00,0,2010,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM RES BELLEVUE,,,,,,00012,53,35188,,9110,8110Z,2008,,,,00,0,2010,PME,19941225,201209,1,S,N,,,,,,,,,,,,2007-08-20T00:00:00,-1.957158,48.137436,0.36,street,Rue de Belloir 35160 Montfort-sur-Meu,35188_0060_8c5653,G
009736935,00017,COPRO IM ST THOMAS,,,RUE ETIENNE MOREL,,35137 BEDEE,FRANCE,COPRO IM ST THOMAS,,,RUE ETIENNE MOREL,,35137 BEDEE,,,,RUE,ETIENNE MOREL,35137,,35,023,18,1,,0,O,201209,,8110Z,2008,00,0,2004,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM ST THOMAS,,,,,,00017,53,35023,,9110,8110Z,2008,,,,00,0,2004,,19941225,201209,1,S,N,,,,,,,,,,,,2002-04-19T00:00:00,-1.949983,48.186743,0,municipality,,35023,
009737123,00019,COPRO IM R DUGUESCLIN,,,2 RUE DU GUESCLIN,,35000 RENNES,FRANCE,COPRO IM R DUGUESCLIN,,,2 RUE DUGUESCLIN,,35000 RENNES,,2,,RUE,DUGUESCLIN,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM R DUGUESCLIN,,,,,,00019,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2003-03-11T00:00:00,-1.680716,48.111791,0.93,housenumber,2 Rue Duguesclin 35000 Rennes,ADRNIVX_0000000349981332,G
009737149,00014,ASS. COPROPRIETE,,,13 PL SAINT HELIER,,35000 RENNES,,ASS. COPROPRIETE,,,13 PL SAINT HELIER,,35000 RENNES,,13,,PL,SAINT HELIER,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,00,0,2005,1,19941225,19941225,NR,99,,P,S,N,,0,ASS. COPROPRIETE,,,,,,00014,53,35238,,9110,8110Z,2008,,,,00,0,2005,,19941225,201209,1,S,N,,,,,,,,,,,,2008-08-09T00:00:00,-1.671578,48.107331,0.75,housenumber,13 Rue Saint-Hélier 35000 Rennes,ADRNIVX_0000000262185584,G
009737156,00019,COPRO IM R CHALOTAIS,,,2 RUE DE LA CHALOTAIS,,35000 RENNES,FRANCE,COPRO IM R CHALOTAIS,,,2 RUE DE LA CHALOTAIS,,35000 RENNES,,2,,RUE,DE LA CHALOTAIS,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,00,0,2004,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM R CHALOTAIS,,,,,,00019,53,35238,,9110,8110Z,2008,,,,00,0,2004,,19941225,201209,1,S,N,,,,,,,,,,,,2002-02-22T00:00:00,-1.680432,48.109392,0.94,housenumber,2 Rue de la Chalotais 35000 Rennes,ADRNIVX_0000000262177526,G
009737172,00016,ASS COPROPRIETE,,,18 RUE DE LA MONNAIE,,35000 RENNES,FRANCE,ASS. COPROPRIETE,,,18 RUE DE LA MONNAIE,,35000 RENNES,,18,,RUE,DE LA MONNAIE,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,ASS. COPROPRIETE,,,,,,00016,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2006-01-03T00:00:00,-1.684158,48.111792,0.94,housenumber,18 Rue de la Monnaie 35000 Rennes,ADRNIVX_0000000262173877,G
009737180,00019,COPRO IM BD LIBERTE,,,24 BOULEVARD DE LA LIBERTE,,35000 RENNES,FRANCE,COPRO IM BD LIBERTE,,,24 BD DE LA LIBERTE,,35000 RENNES,,24,,BD,DE LA LIBERTE,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM BD LIBERTE,,,,,,00019,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2001-12-19T00:00:00,-1.678905,48.107525,0.85,housenumber,24 Boulevard de la Liberté 35000 Rennes,ADRNIVX_0000000262181164,G
009737230,00012,COPRO IM Q LAMENNAIS,,,5 QUAI LAMENNAIS,,35000 RENNES,FRANCE,COPRO IM Q LAMENNAIS,,,5 QUAI LAMENNAIS,,35000 RENNES,,5,,QUAI,LAMENNAIS,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,00,0,2004,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM Q LAMENNAIS,,,,,,00012,53,35238,,9110,8110Z,2008,,,,00,0,2004,,19941225,201209,1,S,N,,,,,,,,,,,,2000-04-27T00:00:00,-1.681011,48.109802,0.93,housenumber,5 Quai Lamennais 35000 Rennes,ADRNIVX_0000000262177593,G
009738741,00017,COPROPRIETE ODET,,,14 RUE DUPARQUIER,,35400 ST MALO,FRANCE,COPROPRIETE ODET,,,14 RUE DUPARQUIER,,35400 SAINT MALO,,14,,RUE,DUPARQUIER,35400,,35,288,44,1,,0,O,201209,,8110Z,2008,01,1,2008,1,19941225,19941225,NR,99,,P,S,N,,0,COPROPRIETE ODET,,,,,,00017,53,35288,,9110,8110Z,2008,,,,01,1,2008,PME,19941225,201209,1,S,N,,,,,,,,,,,,2008-10-24T00:00:00,-1.996388,48.63212,0.93,housenumber,14 Rue Duparquier 35400 Saint-Malo,ADRNIVX_0000000261885357,G
009738832,00014,COPRO IM R FEUTERIES,,,33 RUE DES FEUTERIES,,35300 FOUGERES,FRANCE,COPRO IM R FEUTERIES,,,33 RUE DES FEUTERIES,,35300 FOUGERES,,33,,RUE,DES FEUTERIES,35300,,35,115,41,1,,0,O,201209,,8110Z,2008,00,0,2004,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM R FEUTERIES,,,,,,00014,53,35115,,9110,8110Z,2008,,,,00,0,2004,,19941225,201209,1,S,N,,,,,,,,,,,,1997-02-11T00:00:00,-1.196562,48.353722,0.93,housenumber,33 Rue des Feuteries 35300 Fougères,ADRNIVX_0000002009670222,G
009739020,00015,COPRO IM R CHARCOT,N 42 44 46,,RUE DU COMMANDANT CHARCOT,,35000 RENNES,FRANCE,COPRO IM R CHARCOT,,N 42 - 44 - 46,RUE COMMANDANT CHARCOT,,35000 RENNES,,,,RUE,COMMANDANT CHARCOT,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM R CHARCOT,,,,,,00015,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2003-05-19T00:00:00,-1.697433,48.115599,0.94,street,Rue Commandant Charcot 35000 Rennes,35238_2110_5d13c8,G
009739038,00017,ASS COPROPRIETE,,,183 RUE DE FOUGERES,,35700 RENNES,FRANCE,ASS. COPROPRIETE,,,183 RUE DE FOUGERES,,35700 RENNES,,183,,RUE,DE FOUGERES,35700,,35,238,71,1,,0,O,201209,,8110Z,2008,00,0,2014,1,19941225,19941225,NR,99,,P,S,N,,0,ASS. COPROPRIETE,,,,,,00017,53,35238,,9110,8110Z,2008,,,,00,0,2014,PME,19941225,201209,1,S,N,,,,,,,,,,,,2015-09-21T00:00:00,-1.661179,48.122613,0.95,housenumber,183 Rue de Fougères 35700 Rennes,ADRNIVX_0000000262153625,G
009739046,00010,COPRO IM BD JEANNE D ARC,N 1 1B 1T,,BOULEVARD JEANNE D ARC,,35000 RENNES,FRANCE,COPRO IM BD JEANNE D ARC,,N 1 - 1B - 1T,BD JEANNE D ARC,,35000 RENNES,,,,BD,JEANNE D ARC,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,00,0,2009,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM BD JEANNE D ARC,,,,,,00010,53,35238,,9110,8110Z,2008,,,,00,0,2009,PME,19941225,201209,1,S,N,,,,,,,,,,,,2011-05-13T00:00:00,-1.658407,48.111233,0.82,street,Boulevard Jeanne d'Arc 35000 Rennes,35238_XXXX_65ba8e,G
009739061,00019,ASS COPROPRIETE,,,46 BOULEVARD RAYMOND POINCARE,,35700 RENNES,FRANCE,ASS COPROPRIETE,,,46 BD RAYMOND POINCARE,,35700 RENNES,,46,,BD,RAYMOND POINCARE,35700,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,ASS COPROPRIETE,,,,,,00019,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2001-12-19T00:00:00,-1.653131,48.124417,0.86,housenumber,46 Boulevard Raymond Poincaré 35700 Rennes,ADRNIVX_0000000262153590,G
009739095,00017,ASS COPROPRIETE,,,57 RUE SAINT HELIER,,35000 RENNES,FRANCE,ASS COPROPRIETE,,,57 RUE SAINT HELIER,,35000 RENNES,,57,,RUE,SAINT HELIER,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,00,0,2004,1,19941225,19941225,NR,99,,P,S,N,,0,ASS COPROPRIETE,,,,,,00017,53,35238,,9110,8110Z,2008,,,,00,0,2004,,19941225,201209,1,S,N,,,,,,,,,,,,2003-05-27T00:00:00,-1.66814,48.106522,0.95,housenumber,57 Rue Saint-Hélier 35000 Rennes,ADRNIVX_0000000262185641,G
009739400,00019,COPRO IM AV BRIAND,,,1 AVENUE ARISTIDE BRIAND,,35000 RENNES,FRANCE,COPRO IM AV BRIAND,,,1 AV ARISTIDE BRIAND,,35000 RENNES,,1,,AV,ARISTIDE BRIAND,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,00,0,2007,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM AV BRIAND,,,,,,00019,53,35238,,9110,8110Z,2008,,,,00,0,2007,,19941225,201209,1,S,N,,,,,,,,,,,,2008-03-20T00:00:00,-1.67097,48.110294,0.86,housenumber,1 Avenue Aristide Briand 35000 Rennes,ADRNIVX_0000000262177171,G
009739418,00011,ASS COPROPRIETE,,,3 RUE JULES SIMON,,35000 RENNES,FRANCE,ASS COPROPRIETE,,,3 RUE JULES SIMON,,35000 RENNES,,3,,RUE,JULES SIMON,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,00,0,2014,1,19941225,19941225,NR,99,,P,S,N,,0,ASS COPROPRIETE,,,,,,00011,53,35238,,9110,8110Z,2008,,,,00,0,2014,PME,19941225,201209,1,S,N,,,,,,,,,,,,2011-02-13T00:00:00,-1.67908,48.109048,0.94,housenumber,3 Rue Jules Simon 35000 Rennes,ADRNIVX_0000000262177576,G
009739764,00018,ASS COPROPRIETE,,,1 RUE DE LA CRECHE,,35000 RENNES,FRANCE,ASS COPROPRIETE,,,1 RUE DE LA CRECHE,,35000 RENNES,,1,,RUE,DE LA CRECHE,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,ASS COPROPRIETE,,,,,,00018,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-03-29T00:00:00,-1.667848,48.106525,0.94,housenumber,1 Rue de la Crèche 35000 Rennes,ADRNIVX_0000000262185511,G
009739772,00011,ASS COPRO 19 & 21 RUE DE LA CROIX CARR,19 & 21,,19 RUE DE LA CROIX CARREE,,35700 RENNES,FRANCE,ASS COPRO 19 & 21 RUE DE LA CROIX CARR,,19 & 21,19 RUE DE LA CROIX CARREE,,35700 RENNES,,19,,RUE,DE LA CROIX CARREE,35700,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,ASS COPRO 19 & 21 RUE DE LA CROIX CARREE,,,,,,00011,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2004-12-17T00:00:00,-1.669896,48.119261,0.94,housenumber,19 Rue de la Croix Carrée 35700 Rennes,ADRNIVX_0000000262158714,G
009739780,00014,ASS COPROPRIETE,,,5 RUE DU DOCTEUR ROUX,,35000 RENNES,FRANCE,ASS COPROPRIETE,,,5 RUE DU DOCTEUR ROUX,,35000 RENNES,,5,,RUE,DU DOCTEUR ROUX,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,ASS COPROPRIETE,,,,,,00014,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-03-29T00:00:00,-1.683289,48.103301,0.94,housenumber,5 Rue du Docteur Roux 35000 Rennes,ADRNIVX_0000000262190068,G
009739822,00014,COPRO IM R BALZAC,,,3 RUE HONORE DE BALZAC,,35700 RENNES,FRANCE,COPRO IM R BALZAC,,,3 RUE HONORE DE BALZAC,,35700 RENNES,,3,,RUE,HONORE DE BALZAC,35700,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM R BALZAC,,,,,,00014,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-03-29T00:00:00,-1.661358,48.115272,0.94,housenumber,3 Rue Honoré de Balzac 35700 Rennes,ADRNIVX_0000000262165119,G
009740382,00016,COPRO IM AV LIBRES FRANCAIS,3 13,A,AVENUE DES FRANCAIS LIBRES,,35000 RENNES,FRANCE,COPRO IM AV LIBRES FRANCAIS,,3 A 13,AV DES FRANCAIS LIBRES,,35000 RENNES,,,,AV,DES FRANCAIS LIBRES,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM AV LIBRES FRANCAIS,,,,,,00016,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-01-05T00:00:00,-1.669378,48.105342,0.86,street,Avenue des Français Libres 35000 Rennes,35238_XXXX_cdfd1f,G
009740390,00019,COPRO IM AV BARTHOU,,,21 AVENUE LOUIS BARTHOU,,35000 RENNES,FRANCE,COPRO IM AV BARTHOU,,,21 AV LOUIS BARTHOU,,35000 RENNES,,21,,AV,LOUIS BARTHOU,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM AV BARTHOU,,,,,,00019,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-01-26T00:00:00,-1.670964,48.105686,0.85,housenumber,21 Avenue Louis Barthou 35000 Rennes,ADRNIVX_0000000262185571,G
009740408,00019,COPRO IM AV BARTHOU,,,23 AVENUE LOUIS BARTHOU,,35000 RENNES,FRANCE,COPRO IM AV BARTHOU,,,23 AV LOUIS BARTHOU,,35000 RENNES,,23,,AV,LOUIS BARTHOU,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM AV BARTHOU,,,,,,00019,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-01-26T00:00:00,-1.67103,48.105547,0.85,housenumber,23 Avenue Louis Barthou 35000 Rennes,ADRNIVX_0000000262185572,G
009740416,00012,COPRO IM AV BARTHOU,,,8 AVENUE LOUIS BARTHOU,,35000 RENNES,FRANCE,COPRO IM AV BARTHOU,,,8 AV LOUIS BARTHOU,,35000 RENNES,,8,,AV,LOUIS BARTHOU,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM AV BARTHOU,,,,,,00012,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-01-26T00:00:00,-1.670971,48.106219,0.84,housenumber,8 Avenue Louis Barthou 35000 Rennes,ADRNIVX_0000000262185557,G
009740424,00016,ASS COPROPRIETE,,,26 RUE SAINT HELIER,,35000 RENNES,FRANCE,ASS COPROPRIETE,,,26 RUE SAINT HELIER,,35000 RENNES,,26,,RUE,SAINT HELIER,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,ASS COPROPRIETE,,,,,,00016,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-01-26T00:00:00,-1.67179,48.107234,0.95,housenumber,26 Rue Saint-Hélier 35000 Rennes,ADRNIVX_0000000262185804,G
009740432,00019,ASS COPROPRIETE,,,77 RUE SAINT HELIER,,35000 RENNES,FRANCE,ASS COPROPRIETE,,,77 RUE SAINT HELIER,,35000 RENNES,,77,,RUE,SAINT HELIER,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,ASS COPROPRIETE,,,,,,00019,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-01-26T00:00:00,-1.666693,48.106094,0.95,housenumber,77 Rue Saint-Hélier 35000 Rennes,ADRNIVX_0000000262185660,G
009740440,00012,ASS COPROPRIETE,,,17 RUE PAUL BERT,,35000 RENNES,FRANCE,ASS COPROPRIETE,,,17 RUE PAUL BERT,,35000 RENNES,,17,,RUE,PAUL BERT,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,ASS COPROPRIETE,,,,,,00012,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-01-26T00:00:00,-1.669776,48.110697,0.94,housenumber,17 Rue Paul Bert 35000 Rennes,ADRNIVX_0000000262177288,G
009740457,00016,ASS COPROPRIETE,,,22 RUE PAUL BERT,,35000 RENNES,FRANCE,ASS COPROPRIETE,,,22 RUE PAUL BERT,,35000 RENNES,,22,,RUE,PAUL BERT,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,ASS COPROPRIETE,,,,,,00016,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2004-12-13T00:00:00,-1.66986,48.110614,0.94,housenumber,22 Rue Paul Bert 35000 Rennes,ADRNIVX_0000000262177293,G
009740465,00019,COPROPRIETE IMPASSE DU COUEDIC,,,1 PASSAGE DU COUEDIC,,35000 RENNES,FRANCE,COPROPRIETE IMPASSE DU COUEDIC,,,1 PAS DU COUEDIC,,35000 RENNES,,1,,PAS,DU COUEDIC,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19951225,19951225,NR,99,,P,S,N,,0,COPROPRIETE IMPASSE DU COUEDIC,,,,,,00019,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19951225,201209,1,S,N,,,,,,,,,,,,2016-01-26T00:00:00,-1.683025,48.103451,0.82,housenumber,1 Passage du Couedic 35000 Rennes,ADRNIVX_0000000262190049,G
009740473,00013,COPRO IM AV JANVIER,,,24 AVENUE JEAN JANVIER,,35000 RENNES,FRANCE,COPRO IM AV JANVIER,,,24 AV JEAN JANVIER,,35000 RENNES,,24,,AV,JEAN JANVIER,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM AV JANVIER,,,,,,00013,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-02-01T00:00:00,-1.672941,48.105229,0.85,housenumber,24 Avenue Jean Janvier 35000 Rennes,ADRNIVX_0000000262189866,G
009740481,00016,COPRO IM PL ST GERMAIN,7 S GERMAIN,,1 RUE DES FRANCS BOURGEOIS,,35000 RENNES,FRANCE,COPRO IM PL ST GERMAIN,,7 S GERMAIN,1 RUE DES FRANCS BOURGEOIS,,35000 RENNES,,1,,RUE,DES FRANCS BOURGEOIS,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM PL ST GERMAIN,,,,,,00016,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-02-01T00:00:00,-1.675735,48.11046,0.93,housenumber,1 Rue des Francs Bourgeois 35000 Rennes,ADRNIVX_0000000262177418,G
009740507,00018,COPRO IM R ST MELAINE,7 9 11,,RUE SAINT MELAINE,,35000 RENNES,FRANCE,COPRO IM R ST MELAINE,,7-9-11,RUE SAINT MELAINE,,35000 RENNES,,,,RUE,SAINT MELAINE,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,00,0,2014,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM R ST MELAINE,,,,,,00018,53,35238,,9110,8110Z,2008,,,,00,0,2014,PME,19941225,201209,1,S,N,,,,,,,,,,,,2004-12-17T00:00:00,-1.676909,48.114847,0.94,street,Rue Saint-Melaine 35000 Rennes,35238_XXXX_e7b2e4,G
009740523,00015,COPRO IM BD LIBERTE,,,4 BOULEVARD DE LA LIBERTE,,35000 RENNES,FRANCE,COPRO IM BD LIBERTE,,,4 BD DE LA LIBERTE,,35000 RENNES,,4,,BD,DE LA LIBERTE,35000,,35,238,71,1,,0,O,201209,,8110Z,2008,01,1,2016,1,19941225,19941225,NR,99,,P,S,N,,0,COPRO IM BD LIBERTE,,,,,,00015,53,35238,,9110,8110Z,2008,,,,01,1,2016,PME,19941225,201209,1,S,N,,,,,,,,,,,,2016-02-03T00:00:00,-1.675855,48.107786,0.84,housenumber,4 Boulevard de la Liberté 35000 Rennes,ADRNIVX_0000000262181050,G
